it-codigo;Custo
2020500004;29,00
2020500005;29,00
2020500006;29,00
2020500007;29,00
2120500008;686,00
2120500009;1207,80
2120500010;128,25
70.0195.01169;19,01
70.0195.01392;20,60
70.0195.01393;137,81
70.0195.01394;20,69
70.0195.01395;32,95
70.0195.01396;168,73
70.0195.01397;31,92
70.0195.01405;296,61
70.0195.01406;251,59
70.0195.01407;11,65
70.0195.01408;100,88
70.0195.01410;9,66
70.0195.01412;10,51
70.0195.01413;7,70
70.0195.01414;159,41
70.0195.01401;6,62
70.0195.01402;4,70
70.0195.01404;18,34
70.0499.00448;8,90
70.0499.00449;11,35
70.0195.01403;13,85
15.0499.00084;230,78
15.0499.00091;24,59
15.0499.00088;25,31
15.0499.00087;24,59
15.0499.00092;17,17
15.0499.00085;128,97
15.0499.00089;120,29
70.0499.00398;16,82
15.0487.00003;7,22
70.0499.00864;100,08
70.0499.00887;168,30
70.0499.00894;7,86
70.0499.00895;32,64
70.0499.00899;8,93
2020100052;48,20
15.0015.00068;252,00
80.0015.00112;91,00
80.0015.00080;10,00
9999900016;45,50
70.0075.00315;200,00
80.0127.00010;94,87
2020600099;33,30
2020600100;35,90
2020600101;64,00
2020600102;195,40
2020600111;22,17
2020600158;347,71
2020600229;68,10
2120400105;45,50
70.0049.00797;80,00
2020600168;155,00
2020600114;10,88
15.0015.00079;783,97
70.0853.00202;14,37
1212400007;11,43
1212400011;3,80
70.0001.01341;18,00
70.0001.01344;15,00
2020000089;47,80
2020000093;84,90
70.0049.01750;19,30
70.0813.00132;55,29
2020100101;3,55
80.0829.00061;2,30
1515500022;35,90
70.0127.00060;4,76
80.0829.00025;122,69
80.0829.00051;1,63
70.0813.00251;174,45
80.0829.00056;2,30
70.0201.00063;0,04
70.0201.00078;6,48
70.0201.00086;1,58
70.0201.00092;4,12
70.0813.00254;177,52
2020100016;42,74
70.0195.04710;160,00
1000100022;4,00
70.0813.00001;59,95
80.0195.00064;4600,00
1515500031;35,90
80.0127.00025;455,84
70.0127.00289;10,59
80.0067.00115;294,11
15.0127.00030;167,84
80.0049.00244;1350,00
1000400072;9,80
15.0127.00032;19,42
70.0565.00001;1250,00
15.0613.00003;15,84
15.0613.00004;8,90
81.0741.00028;1,68
81.0741.00029;2,06
2020600319;45,00
1001000122;5,97
1515500208;50,52
2020600026;2,72
2020600041;6,17
2020600042;3,75
2020600043;3,80
70.0813.00045;550,00
80.0127.00071;1185,23
80.0127.00072;1185,23
80.0573.00028;85,50
710;1,33
2020600318;65,83
70.0001.01404;18,00
15.0001.00033;2,65
1001000271;7,61
1000400116;10,05
70.0049.01715;50,00
80.0525.00006;50,00
1515500045;55,02
1515500209;35,08
2020600044;6,20
80.0573.00037;50,00
80.0573.00038;50,00
1000400246;5,04
81.0741.00030;1,79
71.0463.00278;18,00
70.0487.00369;9,00
71.0463.00268;18,00
80.0001.00002;90,00
70.0499.01819;237,14
70.0499.01821;237,14
70.0499.01827;255,00
2020600330;517,00
15.0049.00059;181,25
15.0049.00060;158,13
70.0499.01485;255,00
1515500069;27,05
1515500114;66,52
1515500192;31,40
1515500195;18,98
1515500206;13,20
15.0127.00031;35,56
716;2,91
70.0201.00070;0,14
70.0201.00084;0,27
70.0201.00066;0,42
70.0201.00065;0,50
70.0201.00072;0,60
70.0201.00075;0,30
70.0201.00068;0,29
70.0195.05393;398,00
0909100026;6,23
70.0049.01540;265,00
70.0049.01543;265,00
70.0127.00290;10,59
70.0127.00288;7,07
80.0195.00067;4600,00
1515500211;37,26
1212400008;2,88
70.0049.01462;42,22
70.0049.01468;152,91
70.0049.01470;185,48
70.0049.01469;194,85
1000400197;8,06
15.0001.00016;57,70
15.0127.00002;0,52
15.0499.00140;342,73
15.0499.00141;420,23
70.0049.01465;162,63
70.0201.00081;3,86
70.0201.00094;3,51
70.0201.00067;0,31
70.0201.00083;0,15
70.0201.00087;5,70
1000400038;8,06
15.0001.00076;0,62
15.0001.00077;0,38
15.0127.00008;0,81
15.0813.00025;9,75
15.0813.00026;2,30
15.0813.00027;0,84
70.0195.02142;4,29
70.0195.02157;3,96
70.0195.03400;1,80
70.0195.04103;1,00
70.0195.04104;0,22
15.0065.00004;413,47
70.0195.04328;2,33
70.0195.04354;0,63
70.0195.04689;1,43
9000100205;2,48
70.0201.00064;0,70
70.0201.00079;5,65
80.0499.00074;423,76
1000400095;7,55
80.0499.00075;108,23
80.0127.00028;223,03
70.0795.00374;30,00
70.0795.00379;30,00
80.0001.00192;1376,25
1000400215;16,42
15.0001.00092;35,10
1515500038;40,51
1515500210;36,75
80.0001.00193;1417,00
2020200016;38,90
80.0127.00069;2234,86
80.0499.00079;150,00
80.0499.00080;150,00
70.0049.00717;23,68
70.0499.01081;289,72
70.0195.03262;160,00
15.0001.00090;2,72
1001000054;17,81
15.0856.00006;96,05
15.0856.00005;119,70
15.0855.00019;63,05
15.0855.00020;42,16
15.0855.00021;39,92
15.0855.00022;52,90
1515500212;33,90
1000900001;7,30
15.0127.00003;0,60
80.0829.00004;2,22
80.0829.00009;82,35
80.0829.00014;4,77
80.0829.00019;137,15
80.0829.00023;5,42
80.0829.00024;4,67
70.0127.00261;21,17
70.0127.00293;20,60
15.0565.00047;179,25
70.0813.00253;329,01
70.0201.00080;4,60
70.0201.00096;2,55
1000100008;8,16
70.0813.00263;180,00
1001000272;5,73
80.0195.00100;4600,00
1001000157;4,86
1000400113;10,26
70.0499.00984;19,14
70.0127.00263;3,85
1000400122;20,45
2020600224;148,40
70.0127.00260;12,55
1001000176;7,09
1000400254;5,50
1000400255;5,50
15.0001.00096;120,00
1000300381;3,11
70.0201.00095;3,24
70.0191.00626;0,23
70.0127.00294;69,70
15.0049.00061;114,22
2020600265;123,33
70.0127.00262;14,94
15.0001.00095;5,95
70.0127.00258;23,67
70.0001.01284;8,00
70.0001.01701;8,00
70.0001.01702;8,00
15.0499.00137;26,85
15.0499.00134;60,13
1000400189;5,61
15.0499.00132;106,85
15.0499.00133;12,45
15.0499.00135;93,84
15.0499.00138;18,80
15.0499.00139;98,91
15.0499.00136;113,94
1515500213;63,24
80.0127.00044;984,75
80.0127.00045;984,75
80.0829.00087;9,35
2020400119;413,64
70.0195.04539;171,42
2020100019;14,95
76.0127.00397;1017,76
80.0127.00032;928,25
80.0127.00033;928,25
70.0049.01099;26,64
70.0049.01098;24,97
15.0049.00062;219,00
2020000042;179,22
70.0049.01874;129,71
1515500165;23,52
70.0049.01361;16,65
70.0049.01362;19,98
2020600414;520,00
2020600421;790,00
1515500194;55,33
80.0127.00004;132,00
80.0127.00002;245,45
70.0813.00259;250,00
80.0499.00097;213,92
70.0499.02023;85,41
70.0499.02033;72,99
80.0525.00002;25,00
80.0525.00004;24,60
80.0525.00005;26,70
80.0499.00099;87,93
1001000116;6,20
70.0201.00076;8,98
1000400120;9,72
70.0049.01158;16,70
70.0049.01808;16,70
1000300380;10,70
70.0499.01823;330,00
70.0499.01825;330,00
70.0127.00415;45,30
70.0127.00425;97,50
70.0127.00427;142,10
70.0127.00434;65,40
1515500072;35,55
80.0127.00068;327,03
15.0049.00063;377,00
1000400107;8,72
0909100027;6,12
15.0127.00035;480,00
80.0127.00008;245,45
15.0127.00034;102,50
15.0195.00531;10,75
15.0195.00522;477,10
2020100105;11,02
2020100110;5,80
2020100111;31,32
15.0001.00244;0,51
15.0195.00103;0,24
15.0001.00271;0,57
80.0001.00280;109,96
80.0195.00068;5663,00
15.0565.00024;14,63
15.0565.00035;69,59
15.0127.00013;0,56
15.0195.00134;7,65
70.0795.00465;32,00
70.0795.00466;32,00
70.0813.00277;17,50
70.0499.01718;19,07
70.0499.01734;12,77
70.0795.00252;83,00
70.0499.01781;1200,00
1001000293;4,76
1001000290;4,93
1000400213;6,96
80.0499.00094;971,00
80.0499.00092;605,16
1000100456;2,50
15.0075.00002;108,13
15.0065.00005;1010,05
15.0823.00001;30,26
15.0823.00003;26,43
1000300024;6,45
1000300036;11,50
80.0049.00268;830,77
15.0127.00036;19,42
70.0565.00132;780,00
15.0001.00103;75,25
15.0823.00002;125,63
9999900026;450,00
15.0499.00148;3087,50
15.0499.00149;3325,00
15.0001.00104;51255,36
15.0001.00105;42255,36
15.0195.00565;913,30
15.0195.00515;7,00
70.0049.01955;349,25
70.0001.03297;12,00
70.0001.03707;12,00
80.0829.00010;2,07
80.0829.00100;5,03
80.0829.00048;6,27
70.0499.01904;650,00
1000100460;7,79
80.0049.00276;900,00
70.0821.00033;11,00
1000400137;19,20
2020600338;12,00
15.0855.00003;654,37
15.0855.00004;654,37
15.0855.00007;519,58
15.0855.00008;287,76
15.0855.00025;641,20
15.0195.00517;17,10
15.0853.00065;92,34
15.0195.00422;806,00
70.0499.02161;700,00
70.0499.01791;1898,57
80.0049.00208;500,00
80.0049.00259;500,00
80.0856.00022;968,94
70.0499.01839;215,00
70.0499.01841;215,00
70.0201.00035;0,14
1001000301;6,50
1001000073;17,25
1515500215;34,90
70.0127.00393;11,15
70.0127.00394;8,56
15.0001.00036;10,00
70.0853.00557;1,01
70.0499.01830;605,71
70.0499.01832;605,71
70.0195.05630;150,00
70.0853.00198;4,23
70.0065.02872;150,00
70.0827.00109;75,00
70.0827.00118;20,00
70.0827.00120;48,00
70.0827.00123;48,00
70.0827.00138;65,00
70.0827.00155;15,00
70.0827.00286;28,00
70.0827.00289;28,00
70.0827.00292;59,00
70.0827.00294;32,00
70.0827.00296;25,00
70.0827.00298;33,00
70.0827.00300;28,50
70.0827.00302;37,73
70.0827.00304;85,00
70.0827.00306;80,00
70.0827.00308;30,00
70.0827.00310;19,50
70.0827.00312;30,00
70.0827.00314;28,00
70.0827.00316;75,00
70.0827.00319;10,00
15.0001.00126;45,00
15.0049.00066;352,36
70.0049.01850;10,00
70.0499.01201;18,00
70.0499.01202;18,00
70.0201.00073;3,12
70.0499.01200;266,76
1515500219;39,45
70.0049.00687;85,00
70.0049.00688;85,00
70.0049.00689;85,00
70.0049.01690;85,00
70.0049.01707;85,00
80.0071.00017;85,00
80.0071.00028;85,00
80.0071.00032;85,00
80.0071.00038;85,00
80.0071.00039;85,00
80.0071.00066;85,00
80.0071.00179;85,00
80.0071.00180;85,00
3030100064;374,00
3030100065;235,20
15.0821.00001;201,67
1001000119;9,48
70.0201.00074;1,00
15.0001.00115;6,66
80.0049.00285;925,00
70.0499.01210;250,00
70.0499.01211;120,00
15.0049.00068;416,68
70.0853.00028;98,00
1000300004;0,12
70.0853.00189;98,00
1001000398;17,77
1001000165;5,45
1000400268;15,46
1000400145;11,36
1001000274;5,80
1000400151;13,05
71.0463.00313;12,03
1001000217;12,30
80.0821.00012;45,00
80.0829.00016;1,64
80.0049.00245;240,00
80.0829.00114;5,24
80.0829.00018;3,03
70.0049.01877;65,50
70.0049.01880;129,25
15.0049.00067;380,15
80.0565.00002;280,00
80.0565.00007;280,00
70.0823.00024;150,00
70.0823.00026;45,00
80.0829.00123;5,23
80.0829.00058;2,29
80.0829.00064;4,53
2020600012;6,98
2020600052;37,43
2020600083;99,00
2020600110;15,43
2020600113;3,29
80.0829.00066;3,50
70.0823.00005;190,00
70.0813.00329;194,86
1001000422;17,50
9999900030;123,65
1000100020;7,90
1000100109;11,90
1515500173;41,90
70.0049.01978;87,56
70.0049.01962;72,24
0909100043;5,48
1000400032;6,80
80.0049.00284;900,00
15.0049.00064;334,25
70.0049.01953;86,76
15.0049.00065;466,00
70.0049.02100;41,00
70.0049.02101;45,35
70.0049.02104;48,00
70.0049.00109;28,00
80.0049.00286;1200,00
80.0127.00066;2373,95
70.0535.00034;260,00
70.0535.00036;410,00
70.0195.00673;188,98
70.0195.00687;265,66
70.0195.00697;279,00
2020600341;33,08
70.0195.00710;324,77
70.0195.00717;367,72
70.0195.00833;142,50
80.0195.00105;5000,00
80.0499.00077;588,00
15.0853.00018;460,00
15.0195.00403;239,50
15.0049.00069;156,11
15.0049.00070;99,58
15.0049.00073;79,23
15.0049.00075;23,40
15.0049.00076;36,71
15.0049.00077;14,24
15.0195.00545;350,00
81.0741.00022;4,70
70.0001.01968;14,23
15.0049.00071;71,00
15.0049.00072;620,00
15.0049.00074;670,00
15.0195.00395;7,08
15.0195.00396;14,67
15.0195.00401;12,79
15.0195.00402;13,99
15.0195.00410;10,50
70.0829.00001;1325,00
70.0829.00003;8,27
70.0049.02105;63,00
70.0049.02211;22,00
70.0127.00286;1,77
70.0195.02385;7,77
70.0195.03985;65,00
70.0195.00171;6,51
70.0195.02129;8,01
80.0535.00006;3900,00
1001000112;5,77
70.0195.00461;12,10
80.0049.00304;750,00
1000400212;6,50
2020600028;67,00
2020600137;41,90
15.0195.00413;120,00
2020600039;145,00
80.0049.00282;1800,00
1001000123;5,77
9999900038;297,75
9999900035;170,90
70.0823.00002;88,00
0909100035;4,98
2020600047;8,50
2020600034;39,00
80.0049.00313;1150,00
1515500159;53,90
70.0813.00036;18,00
15.0195.00397;7,67
15.0195.00404;7,80
80.0829.00020;1,61
80.0829.00095;4,07
80.0829.00134;0,85
80.0829.00161;2,17
80.0829.00003;4,68
80.0829.00022;2,85
70.0195.03970;366,70
70.0195.03966;385,73
70.0195.03977;366,70
1515500222;32,90
70.0049.02398;655,56
80.0001.00253;1350,00
70.0195.03971;400,00
80.0001.00254;1350,00
15.0841.00001;0,34
1001000146;5,10
1001000288;8,70
70.0201.00107;25,00
70.0499.01067;297,00
70.0499.01066;297,00
70.0499.01076;55,00
70.0499.01074;55,00
15.0499.00145;98,80
15.0499.00146;94,25
15.0499.00144;218,40
0909300005;5,27
15.0195.00118;229,63
15.0853.00052;175,98
15.0195.00399;264,28
70.0195.00129;110,52
2020700001;215,61
15.0499.00193;1162,49
15.0499.00194;1273,90
15.0195.00407;51,08
15.0195.00408;44,84
15.0195.00405;55,26
15.0195.00201;35,33
15.0195.00400;34,94
15.0001.00083;11,82
717;1,03
1000100107;0,13
1001000309;18,90
70.0001.01967;32,81
70.0001.02032;31,04
2020600086;108,30
70.0499.02321;377,14
70.0081.00436;461,00
70.0499.02322;278,30
1000400108;4,50
15.0827.00016;219,00
15.0827.00017;197,00
70.0081.00438;152,20
70.0081.00483;152,20
15.0081.00001;17,56
15.0081.00002;31,19
80.0001.00282;167,22
70.0081.00297;152,50
70.0081.00323;152,50
70.0081.00333;152,50
70.0081.00341;152,50
70.0081.00348;152,50
70.0081.00437;152,50
15.0081.00025;0,23
15.0081.00026;2,13
15.0081.00027;0,27
15.0081.00028;0,47
15.0081.00029;0,62
15.0081.00004;31,19
15.0081.00003;17,56
70.0856.00258;560,00
70.0081.00295;390,00
70.0001.01945;5,06
1515500078;37,69
70.0499.01260;19,01
70.0499.01261;26,23
15.0195.00446;25,65
1515500026;33,69
81.0741.00019;4,42
81.0741.00018;4,22
70.0195.00460;7,08
70.0813.00279;40,56
15.0195.00411;39,00
15.0195.00412;39,00
15.0001.00141;17,27
70.0856.00294;80,00
15.0195.00442;1351,38
15.0195.00441;581,25
70.0195.03960;14,02
15.0195.00440;13,56
80.0829.00031;57,50
1515500101;34,02
80.0001.00176;65,00
70.0001.02354;75,00
81.0741.00009;2,67
70.0499.01267;78,20
70.0499.01274;22,40
80.0835.00001;72,00
80.0835.00002;72,00
1001000108;5,10
1001000109;5,10
1001000253;5,35
1001000318;5,50
81.0741.00002;16,04
1001000180;6,81
81.0741.00017;1,73
70.0856.00371;600,00
15.0195.00444;201,47
0909400012;6,24
15.0195.00420;157,97
15.0195.00434;102,64
15.0195.00423;29,14
70.0195.04131;6,25
15.0195.00421;151,25
70.0195.02372;12,19
70.0499.02552;736,29
15.0195.00019;0,11
15.0195.00021;0,58
15.0195.00026;0,13
15.0195.00041;0,25
15.0195.00058;0,11
15.0195.00065;0,38
15.0195.00090;0,85
15.0195.00108;0,27
15.0195.00109;2,10
15.0195.00112;0,11
15.0195.00113;1,90
15.0195.00114;0,58
15.0195.00127;7,45
15.0195.00129;0,10
15.0195.00136;0,33
15.0195.00162;0,38
15.0195.00190;2,36
15.0001.00474;0,62
15.0195.00406;0,38
15.0195.00445;1,55
15.0195.00170;1,40
15.0195.00029;0,11
15.0001.00463;0,11
15.0195.00040;0,64
15.0195.00052;0,73
15.0195.00063;0,65
15.0195.00080;0,63
15.0195.00081;4,36
15.0195.00224;0,18
15.0195.00241;5,08
15.0001.00469;0,11
15.0001.00459;2,37
15.0001.00481;0,38
15.0195.00334;0,11
15.0195.00374;1,69
15.0195.00398;1,56
15.0195.00409;0,11
15.0221.00001;173,74
15.0195.00500;12,10
80.0127.00001;71,84
70.0856.00378;400,00
70.0065.03578;30,01
70.0499.01272;100,00
70.0195.04199;409,52
2020600266;40,00
2020600267;5,10
81.0741.00024;4,14
718;1,18
70.0195.04371;450,00
70.0001.02501;6,88
70.0001.02507;7,82
70.0001.02508;8,50
70.0001.02509;9,95
70.0001.02514;8,25
80.0001.00214;14800,00
70.0195.04286;442,86
15.0565.00040;1148,00
15.0565.00042;688,00
15.0565.00048;74,00
2020400114;15,00
70.0195.04296;296,45
1515500272;23,96
1515500274;50,62
1515500280;66,11
1515500294;125,16
1515500297;153,20
15.0195.00549;35,90
15.0195.00456;62,90
80.0001.00301;95,33
80.0001.00189;135,27
80.0001.00190;118,30
70.0499.02301;12,26
0909400009;7,90
15.0001.00479;0,38
2020600272;112,00
70.0049.01836;146,25
70.0201.00104;0,02
2020600112;22,40
2020600346;23,60
1000100437;7,95
71.0463.00106;53,00
71.0463.00132;53,00
1001000322;17,49
70.0821.00099;2,00
15.0001.00163;2684,73
15.0001.00164;1504,13
15.0499.00154;337,58
70.0065.01974;356,31
70.0001.01763;906,85
80.0191.00042;140,00
70.0127.00730;72,00
70.0127.00731;72,00
15.0001.00130;332,00
70.0127.00031;31,98
1000300066;7,72
2020600234;131,75
1000400285;9,20
15.0001.00144;48,00
15.0001.00062;15,77
15.0195.00447;16,50
70.0821.00096;0,40
70.0821.00097;0,40
70.0049.01360;30,00
70.0049.01364;30,00
70.0049.01766;30,00
70.0049.01812;30,00
80.0001.00236;158000,00
70.0195.04160;407,14
70.0195.04281;408,57
15.0001.00150;2,72
70.0195.04297;442,86
70.0195.04075;198,00
70.0127.00682;10,14
70.0499.02609;680,00
15.0195.00530;7,90
15.0856.00132;0,09
15.0856.00157;0,11
15.0195.00727;262,08
15.0195.00726;702,24
15.0195.00544;427,73
70.0195.04700;280,00
70.0001.02834;17,00
15.0597.00002;270,04
70.0499.02605;450,00
70.0813.00105;6,55
70.0195.04433;328,00
70.0049.02423;90,00
80.0001.00306;275,50
80.0001.00305;231,00
80.0001.00308;7624,93
15.0001.00152;22,30
1515500033;41,72
1515500229;110,94
15.0001.00177;6510,00
15.0499.00155;419,71
15.0127.00004;1,25
80.0001.00175;142,50
1001000327;6,20
1001000328;7,97
80.0067.00113;465,92
80.0067.00114;465,92
70.0049.02448;151,00
2020600349;172,00
15.0001.00073;33,41
15.0813.00006;85,23
15.0813.00012;89,75
80.0829.00110;2,94
80.0829.00101;4,44
2020300098;178,87
1001000311;5,49
1001000416;17,66
15.0065.00007;694,33
15.0127.00039;391,45
70.0127.00584;43,20
2020600311;24,00
80.0829.00015;4,22
80.0829.00021;46,65
80.0829.00030;14,38
80.0829.00040;7,34
80.0829.00047;0,70
80.0829.00050;5,54
80.0829.00052;0,87
80.0829.00059;6,09
80.0829.00060;4,85
80.0829.00125;2,53
15.0195.00194;32,99
1515500302;69,17
1515500283;65,99
1515500285;188,42
1515500288;92,12
1515500290;69,55
1515500293;84,13
70.0499.01325;11,50
70.0499.01326;14,96
70.0499.01328;37,81
70.0499.01329;21,20
70.0535.00033;9,90
70.0759.00005;1,00
70.0759.00006;1,50
70.0813.00046;1,80
70.0535.00083;555,00
70.0535.00085;555,00
1000400118;7,50
71.0463.00034;174,69
71.0463.00029;264,00
71.0463.00031;171,20
71.0463.00032;252,80
80.0829.00068;5,99
80.0829.00008;5,44
80.0829.00035;19,87
80.0829.00032;19,87
80.0829.00043;3,02
80.0813.00003;1472,00
80.0813.00018;2321,30
70.0535.00263;230,02
70.0535.00264;200,88
70.0535.00266;599,97
15.0065.00008;282,91
15.0195.00443;1594,33
70.0001.02329;6,00
15.0499.00143;18,00
80.0535.00008;4928,57
1000100156;7,80
3030100072;11,50
70.0195.04341;366,00
70.0195.04135;10,91
70.0195.02134;9,48
70.0195.04147;15,14
15.0195.00436;51,35
70.0195.04170;21,25
1000400149;12,50
70.0065.03580;27,16
80.0829.00029;5,16
80.0829.00049;4,58
702;20,00
704;95,15
701;0,85
70.0127.00696;78,49
15.0195.00199;4,20
15.0001.00471;0,78
15.0195.00277;0,24
15.0195.00278;0,10
15.0195.00279;0,10
70.0001.02974;1486,00
15.0001.00186;203,66
2020300090;40,00
2020300063;41,43
2020300031;499,07
2020700003;9850,00
70.0195.05731;396,45
70.0195.05691;502,86
1000400286;9,20
71.0463.00030;182,40
71.0463.00038;185,60
71.0463.00039;182,14
70.0535.00100;390,00
70.0535.00105;100,00
70.0535.00094;250,00
70.0535.00103;70,00
70.0535.00095;130,00
70.0535.00099;200,00
70.0065.03584;1,01
1000400132;15,79
70.0067.00186;150,00
70.0001.02511;950,00
70.0001.02983;950,00
705;1,78
15.0001.00191;9,94
70.0065.03590;1,17
70.0065.03593;11,02
70.0127.00619;10,00
2020400115;4,20
15.0001.00234;36,87
70.0001.04241;28,93
70.0127.00639;12,90
70.0127.00634;12,82
70.0127.00641;12,98
80.0829.00012;10,60
80.0829.00122;3,52
80.0829.00146;1,91
70.0856.00858;740,00
70.0856.00862;740,00
15.0195.00676;18,00
15.0195.00675;28,00
15.0195.00617;468,48
15.0195.00615;459,84
15.0001.00192;3457,00
70.0499.01513;48,25
15.0499.00166;101,50
70.0499.01467;27,43
15.0499.00165;81,30
80.0127.00031;177,32
80.0127.00041;173,99
2020600072;90,86
70.0195.05068;7,50
70.0195.05332;6,57
70.0195.04703;43,60
70.0856.00855;23,00
70.0856.00852;9,00
70.0856.00853;10,00
70.0856.00854;6,50
70.0499.00768;4,80
1000400147;0,19
2020600274;219,86
71.0463.00033;337,92
1000400260;5,52
70.0813.00314;250,00
70.0813.00029;200,00
9999900061;2370,88
70.0856.00574;77,59
1000300014;3,73
80.0829.00179;48,48
15.0195.00226;32,90
70.0813.00022;27,43
70.0813.00018;32,67
70.0813.00019;25,24
80.0835.00003;72,00
80.0835.00005;72,00
80.0856.00042;346,00
70.0195.04580;334,80
15.0001.00055;1,70
15.0127.00040;0,53
70.0856.01000;22,51
70.0856.01001;49,97
15.0195.00418;1,89
0909100040;5,53
80.0829.00041;3,47
80.0829.00086;3,32
80.0829.00106;3,44
80.0829.00128;3,61
80.0829.00140;2,50
80.0829.00142;3,47
70.0127.00889;75,00
70.0127.00887;75,00
15.0535.00009;0,88
80.0829.00181;22,28
80.0829.00173;3,73
80.0829.00183;29,94
80.0829.00184;29,85
70.0829.00188;6,88
80.0829.00028;2,64
15.0195.00551;12,90
1001000302;10,72
70.0823.00073;672,22
80.0829.00046;4,16
80.0829.00138;0,87
80.0829.00090;0,87
80.0829.00092;2,95
80.0829.00044;2,00
80.0829.00045;4,59
70.0523.00056;29,50
70.0195.04564;203,10
1515500305;73,96
1515500318;39,31
1515500315;13,56
1515500316;36,50
1515500281;13,56
70.0127.01109;60,00
70.0195.06627;350,00
80.0127.00006;141,00
70.0823.00074;750,00
70.0823.00075;750,00
70.0823.00119;498,10
15.0195.00392;5,37
15.0195.00133;125,73
15.0195.00135;8,70
15.0195.00453;188,10
15.0195.00450;208,75
70.0639.00059;36,37
15.0001.00193;2913,25
70.0639.00041;46,74
70.0639.00040;36,37
1515500234;41,55
70.0127.00009;4,25
15.0127.00038;97,85
1001000457;12,35
70.0823.00123;750,00
70.0823.00121;750,00
2020600040;4,80
2020600046;8,40
2020400111;19,25
1515500317;47,45
1515500273;70,39
15.0195.00980;172,00
70.0001.03557;159,97
70.0001.03854;88,05
70.0127.00884;50,00
70.0127.00883;50,00
1515500321;455,03
1515500322;464,39
709;0,99
80.0829.00145;0,87
80.0829.00112;2,83
80.0499.00150;248,10
80.0499.00089;162,62
15.0001.00201;37,75
15.0001.00089;2,48
70.0195.05795;130,00
15.0195.00427;4,10
1515500277;163,13
15.0195.00449;118,58
15.0195.00451;251,50
15.0499.00174;67,13
15.0499.00175;67,46
80.0195.00146;3338,37
70.0856.01208;620,00
15.0001.00424;0,42
15.0001.00382;3,46
15.0001.00368;0,47
15.0001.00369;2,58
15.0001.00386;0,53
15.0001.00394;2,04
15.0001.00418;0,68
15.0001.00440;1,50
15.0001.00441;0,74
15.0001.00488;3,50
15.0195.00439;504,60
1001000031;27,50
70.0856.01302;27,53
70.0499.01736;19,72
70.0499.01737;9,93
70.0499.01732;536,11
70.0856.01273;24,58
70.0856.01312;60,00
70.0856.01191;1228,25
70.0856.01238;1250,00
2020600279;145,00
70.0856.01270;21,00
70.0856.01063;346,00
70.0856.01065;176,50
70.0829.00171;14,45
70.0829.00167;14,46
15.0001.00341;17,44
2020600335;18,00
15.0001.00555;2,11
15.0001.00556;10,87
1000400334;13,54
2020100104;29,80
2020100120;11,80
2020400096;11,80
80.0829.00163;34,06
80.0829.00167;34,67
2020100084;3,50
70.0195.06568;250,00
70.0667.00108;34,00
70.0667.00112;146,00
70.0667.00114;146,00
70.0667.00149;146,00
70.0667.00177;230,00
70.0667.00183;146,00
70.0667.00185;146,00
70.0667.00186;146,00
70.0667.00199;320,33
70.0667.00206;330,00
70.0667.00207;586,14
1515500289;236,00
15.0195.00460;46,41
15.0195.00462;22,90
70.0499.01605;12,00
70.0499.01333;38,27
70.0499.01334;31,35
70.0499.01336;31,35
70.0195.04174;5,85
70.0195.04156;7,57
15.0195.00458;166,35
15.0195.00437;598,00
15.0195.00457;171,10
15.0195.00459;139,75
70.0001.03008;32,21
70.0001.03010;32,12
70.0499.01789;1213,29
70.0499.00944;15,10
70.0499.00945;17,10
70.0499.00946;15,10
70.0499.00950;15,10
70.0499.01103;15,10
70.0195.04012;322,00
70.0195.04040;217,00
70.0195.04052;167,00
70.0195.04059;152,00
70.0195.04337;143,00
70.0195.04301;146,29
80.0195.00150;660,00
70.0195.03995;336,00
70.0195.04026;267,00
15.0195.00145;148,20
2020600299;32,90
1515500278;142,73
1515500299;70,44
2020300096;51,43
2020300089;330,00
70.0855.00455;8200,00
15.0499.00173;97,79
15.0195.00435;576,67
70.0667.00236;80,00
15.0001.00202;3,10
1515500238;29,00
1515500239;26,11
15.0001.00200;17,90
15.0499.00164;737,80
15.0499.00167;659,68
70.0813.00284;397,55
70.0667.00136;43,50
70.0667.00209;43,50
70.0667.00042;43,50
70.0667.00137;116,55
70.0667.00142;80,00
70.0667.00150;39,50
70.0667.00154;39,50
70.0667.00156;66,00
70.0667.00160;80,00
70.0667.00163;43,50
70.0667.00167;43,50
70.0667.00178;56,00
70.0667.00181;39,50
70.0667.00188;102,30
70.0667.00193;102,30
1001000096;17,48
80.0001.00309;13500,00
15.0195.00438;569,32
70.0127.00023;11,00
70.0001.03198B;30,00
70.0001.03199B;30,00
70.0813.00294;1459,09
2020600030;45,00
2020600130;380,97
2120600050;33,00
80.0829.00097;5,19
71.0463.00176;375,56
71.0463.00177;375,56
71.0463.00202;227,17
71.0463.00204;224,30
80.0195.00025;70,38
2020600225;7,77
70.0127.00042;35,00
70.0499.00883;480,00
70.0499.00893;450,00
70.0499.00896;450,00
70.0499.01324;56,70
15.0001.00465;6,53
2020600301;48,00
70.0813.00093;45,00
70.0813.00103;45,00
15.0499.00168;1009,05
15.0499.00169;900,55
70.0065.01785;50,00
70.0813.00110;25,00
70.0823.00049;237,00
70.0823.00104;33,00
70.0823.00113;33,00
70.0823.00114;33,00
70.0195.04476;2,82
70.0001.03201;5,80
70.0001.03202;6,35
708;3,64
15.0001.00159;90,00
71.0463.00206;378,85
