it-codigo;Custo
15.0195.00047;9,98
15.0195.00048;12,64
15.0195.00012;149,49
15.0195.00031;115,39
15.0195.00013;207,62
15.0195.00016;872,13
15.0195.00017;699,50
15.0195.00030;761,95
15.0195.00049;129,71
15.0195.00050;129,71
15.0499.00083;148,32
80.0087.00020;4,80
15.0499.00081;357,00
15.0499.00082;461,71
15.0195.00014;914,77
15.0195.00038;145,43
15.0195.00044;157,67
15.0195.00042;149,35
15.0049.00042;30,40
15.0195.00056;64,83
15.0195.00057;9,31
15.0195.00043;125,60
1001000210;4,95
15.0195.00072;160,19
15.0195.00074;13,90
15.0195.00077;196,13
15.0195.00083;6,10
15.0195.00084;39,50
15.0195.00092;26,13
15.0195.00093;21,28
15.0195.00094;33,00
15.0195.00100;18,38
15.0195.00101;22,40
15.0195.00067;99,91
15.0195.00091;11,33
15.0565.00023;178,17
1000100235;3,77
15.0413.00008;21,91
15.0413.00007;63,99
15.0195.00102;38,39
15.0195.00106;32,10
15.0195.00139;8,65
15.0195.00152;47,58
15.0195.00159;28,90
15.0195.00161;25,64
15.0195.00001;5,95
80.0201.00001;280,00
15.0195.00146;7,18
15.0195.00158;27,30
15.0195.00153;30,12
15.0195.00160;29,84
15.0195.00193;5,95
15.0195.00054;3,24
15.0195.00166;22,75
15.0195.00168;25,20
15.0195.00169;26,99
15.0195.00173;18,35
15.0195.00155;152,13
15.0195.00119;192,75
15.0195.00115;155,37
15.0195.00075;38,30
15.0195.00178;29,70
15.0195.00191;42,64
15.0195.00189;21,60
15.0195.00125;83,35
15.0195.00137;24,76
15.0195.00149;102,85
15.0195.00165;29,92
15.0195.00171;26,41
15.0195.00184;62,80
15.0195.00164;79,80
1000100442;10,85
15.0087.00021;300,01
2020100071;25,85
1000100399;3,80
70.0195.01600;393,05
15.0565.00006;407,31
15.0565.00001;39,41
70.0003.04441;71,42
70.0003.00208;49,58
15.0565.00014;10,41
15.0565.00015;20,18
15.0565.00019;6,65
15.0195.00210;8,17
15.0195.00221;153,95
15.0195.00223;139,50
15.0195.00228;148,34
70.0195.01855;142,71
2020100043;90,95
15.0195.00198;43,29
15.0195.00222;46,42
15.0195.00229;56,85
15.0195.00251;34,84
15.0195.00213;56,28
15.0195.00211;58,45
2120100053;55,98
2120100054;40,25
2120100056;143,16
15.0399.00009;5,30
15.0399.00010;6,53
15.0399.00011;6,87
15.0195.00217;139,15
15.0195.00219;118,25
15.0195.00216;127,14
2020400001;20,55
15.0195.00232;76,14
15.0195.00258;1974,24
15.0195.00215;25,20
15.0195.00212;41,12
15.0195.00270;30,98
15.0195.00268;26,34
15.0195.00266;33,90
15.0499.00109;727,91
15.0499.00111;558,72
15.0195.00255;135,01
15.0195.00262;102,71
15.0195.00295;23,40
2020600036;164,90
2020600037;99,00
2020600097;4,15
15.0195.00298;104,80
15.0195.00272;22,74
15.0499.00104;169,26
15.0611.00001;25,86
15.0611.00006;59,22
15.0611.00007;44,22
15.0611.00012;46,90
15.0611.00013;7,80
15.0611.00014;61,41
15.0611.00015;49,85
15.0611.00017;48,28
15.0611.00021;240,79
15.0611.00033;33,45
15.0611.00034;143,25
15.0611.00036;25,86
15.0611.00039;57,62
15.0611.00043;22,13
15.0463.00001;263,27
15.0611.00019;23,55
15.0611.00029;91,12
15.0611.00031;21,98
15.0611.00009;85,76
15.0611.00020;64,45
15.0611.00026;58,83
15.0611.00004;77,72
15.0611.00028;53,93
15.0611.00037;227,80
15.0611.00040;30,58
15.0611.00042;24,93
15.0611.00049;37,97
15.0611.00005;77,72
15.0611.00016;59,49
15.0611.00030;113,87
15.0611.00044;24,18
15.0195.00256;115,63
15.0075.00026;48,48
15.0075.00027;65,39
15.0611.00010;35,62
15.0611.00045;141,24
15.0075.00025;227,13
15.0195.00310;90,13
15.0195.00308;119,88
15.0195.00307;128,61
15.0195.00306;118,25
70.0195.01399;37,35
15.0195.00289;47,49
15.0195.00313;67,00
15.0195.00280;23,11
15.0565.00028;88,37
70.0195.02464;225,12
15.0195.00238;27,76
15.0195.00316;73,56
15.0195.00312;95,81
15.0565.00002;19,95
15.0655.00020;14,74
15.0195.00290;32,56
1001000188;9,65
1001000189;7,50
15.0195.00304;15,90
15.0565.00007;33,25
15.0655.00001;9,38
15.0655.00003;72,42
15.0655.00008;138,69
15.0655.00170;11,19
15.0195.00263;205,13
15.0195.00276;179,13
15.0655.00017;98,13
15.0655.00022;96,50
15.0655.00172;15,73
15.0195.00284;90,45
15.0195.00288;90,45
15.0195.00331;58,49
15.0195.00339;56,41
70.0195.01415;4,35
70.0195.01416;90,50
70.0195.01417;76,20
70.0195.01748;5,61
70.0195.01747;7,72
70.0195.01178;59,95
15.0195.00320;43,30
15.0195.00323;46,34
15.0195.00325;214,38
15.0195.00326;216,41
15.0195.00327;246,13
15.0195.00328;234,70
15.0195.00330;195,77
15.0565.00016;37,29
70.0195.01418;27,30
70.0195.01419;29,84
70.0195.01409;11,61
15.0003.00022;10,00
70.0195.03060;105,96
15.0195.00230;28,90
70.0195.02858;53,19
70.0195.01752;29,84
70.0195.01999;11,78
15.0003.00002;33,90
15.0655.00173;54,90
70.0195.01411;2,95
70.0195.01749;5,98
15.0195.00317;114,43
15.0195.00318;121,80
70.0195.01744;26,99
70.0195.01425;31,06
70.0195.02831;6,90
15.0195.00319;139,63
15.0195.00321;173,76
15.0195.00336;119,66
15.0195.00337;124,00
15.0195.00338;120,70
15.0195.00340;129,02
15.0195.00341;119,66
70.0195.01746;8,50
70.0195.01990;5,55
70.0195.01992;10,00
70.0195.01997;26,68
70.0195.02890;8,68
15.0195.00332;90,98
70.0195.03236;73,57
70.0195.02997;176,62
70.0195.02948;202,02
70.0667.00048;29,95
70.0195.02840;8,06
70.0667.00038;9,65
70.0195.01421;79,98
70.0195.01420;65,66
70.0195.03296;161,87
15.0127.00001;19,07
70.0015.00397;3,70
70.0015.00398;3,70
15.0611.00032;235,35
15.0565.00029;106,00
15.0611.00050;83,56
15.0573.00010;40,52
15.0573.00006;39,45
15.0195.00206;872,72
15.0195.00281;34,41
15.0195.00350;94,66
15.0687.00005;8,44
70.0683.00008;36,33
70.0639.00075;75,00
70.0127.00245;1,85
70.0127.00241;1,10
70.0127.00244;1,85
70.0127.00242;1,95
70.0127.00145;1,93
70.0127.00146;1,85
70.0127.00127;1,42
70.0127.00126;20,00
70.0443.00012;8,63
70.0443.00021;28,95
15.0195.00225;186,10
15.0565.00005;61,18
15.0573.00017;15,43
1515500061;36,91
1515500102;60,54
15.0195.00378;16,22
15.0195.00379;19,55
2020600322;36,50
70.0195.03406;142,24
15.0645.00009;32,85
15.0195.00359;142,79
15.0195.00376;24,13
15.0195.00365;15,32
15.0195.00364;15,84
15.0687.00002;398,36
15.0195.00261;304,19
15.0195.00260;216,63
2020600220;69,03
2020400035;10,26
15.0195.00355;219,29
15.0195.00356;217,52
15.0195.00345;218,88
15.0195.00346;213,56
1000100377;3,63
70.0127.00240;7,07
70.0127.00243;1,10
15.0687.00004;284,35
70.0127.00180;3,23
70.0127.00181;5,93
70.0127.00064;1,48
70.0131.00501;8,50
70.0131.00502;8,50
70.0141.00011;2,50
70.0141.00006;4,15
70.0191.00056;2,50
15.0195.00154;97,68
15.0195.00381;123,28
15.0195.00360;67,12
15.0195.00362;56,08
70.0075.01257;30,00
15.0195.00370;33,84
15.0519.00013;16,08
15.0645.00014;46,98
15.0519.00015;4,62
15.0645.00013;45,62
15.0519.00009;46,49
15.0519.00011;56,13
15.0655.00171;16,92
15.0655.00009;77,72
70.0191.00060;4,05
80.0087.00019;4,80
80.0067.00056;14,50
15.0003.00040;14,20
80.0067.00055;14,50
15.0655.00002;61,23
15.0655.00072;58,35
15.0655.00073;59,95
15.0195.00309;45,91
15.0195.00389;49,15
15.0195.00305;6,65
15.0195.00385;14,90
1515500085;35,61
1515500086;28,60
1515500083;26,63
1515500084;24,97
1515500087;15,37
1515500088;15,87
1515500089;28,36
2020400022;22,00
15.0611.00011;12,59
1000400050;6,37
15.0075.00028;353,13
15.0611.00048;95,90
15.0611.00023;90,10
15.0075.00001;2,36
15.0001.00038;38,48
15.0067.00004;0,12
15.0131.00083;0,61
15.0127.00010;244,00
15.0127.00007;184,50
15.0127.00011;42,10
15.0127.00006;54,26
15.0127.00009;59,25
15.0573.00001;45,00
15.0191.00017;898,00
15.0471.00009;248,83
80.0067.00099;3,33
70.0127.00226;8,70
70.0127.00119;13,82
70.0573.00313;46,24
15.0001.00040;34,90
70.0521.00016;67,85
70.0127.00109;48,50
80.0169.00003;36,79
80.0067.00036;14,50
80.0169.00001;22,52
80.0169.00005;22,51
15.0001.00050;66,50
70.0525.00228;29,87
70.0525.00263;39,50
70.0525.00258;27,25
70.0525.00250;29,87
15.0107.00026;150,60
15.0107.00035;119,30
70.0795.00019;21,89
70.0795.00025;7,48
70.0795.00030;2,95
15.0553.00001;1,10
15.0775.00001;43,25
15.0463.00004;66,30
15.0797.00001;93,60
15.0797.00004;24,34
15.0797.00005;30,96
70.0775.00112;25,00
70.0775.00115;25,00
70.0525.00229;27,25
15.0107.00056;140,00
15.0783.00039;88,44
15.0783.00019;61,91
15.0783.00020;649,45
15.0497.00006;46,55
15.0783.00022;19,42
70.0191.00307;2,00
1000100445;3,13
15.0015.00078;11,79
15.0015.00080;17,82
15.0015.00076;53,47
15.0107.00019;154,25
15.0001.00005;0,58
15.0071.00005;0,16
15.0015.00036;0,24
15.0339.00001;0,19
15.0131.00110;1,92
15.0131.00120;0,44
15.0067.00007;0,40
15.0001.00063;44,70
1001000251;6,00
1000100113;8,64
1000100214;3,55
1000100331;3,52
1000100332;3,51
15.0049.00047;23,34
70.0813.00151;49,59
70.0813.00152;46,36
70.0049.01242;328,63
15.0813.00001;66,95
15.0813.00002;68,36
15.0453.00008;26,13
70.0049.01638;326,42
70.0049.01245;194,65
70.0049.01166;155,20
1000400238;9,80
1000400239;5,50
1000400214;4,80
70.0191.00854;46,80
15.0817.00007;55,32
15.0817.00008;28,14
15.0817.00004;242,25
70.0795.00221;78,25
15.0817.00003;64,13
15.0817.00002;72,56
15.0817.00005;24,13
15.0817.00001;71,00
15.0817.00010;42,95
15.0817.00009;49,85
15.0817.00006;48,12
15.0001.00072;2,28
15.0001.00078;48,75
;1,05
15.0525.00001;26,67
15.0049.00043;253,16
15.0565.00025;51,29
70.0653.00118;34,00
70.0653.00095;34,00
70.0653.00056;34,00
70.0813.00144;38,43
70.0107.00086;18,00
1001000008;7,72
1000100400;3,50
1001000239;6,10
70.0107.00081;10,00
15.0565.00034;11,95
15.0565.00032;18,86
15.0565.00043;17,58
15.0797.00008;16,60
15.0565.00031;5,30
15.0049.00045;426,13
15.0565.00036;32,25
15.0565.00045;29,74
15.0565.00030;28,13
80.0087.00031;7,10
70.0477.00017;9,80
70.0455.00002;15,00
70.0455.00003;15,00
15.0413.00014;1,50
15.0565.00033;78,13
15.0015.00013;2,17
15.0067.00002;0,12
1515500093;9,48
1515500094;22,96
1515500095;26,49
1515500096;40,54
15.0195.00022;0,98
15.0195.00060;0,03
15.0195.00086;0,71
15.0195.00156;1,55
70.0705.00138;38,00
70.0705.00139;38,00
80.0413.00007;64,50
70.0049.00491;6,00
70.0049.00493;7,50
70.0049.00494;3,50
70.0087.00030;5,80
70.0049.00496;35,00
2120400085;17,60
2120400098;24,96
2120300006;4150,00
15.0195.00087;0,44
15.0195.00128;24,20
80.0701.00001;31,50
1001000010;5,67
1001000033;5,38
2020300033;530,00
2120400002;15,50
15.0131.00099;26,57
70.0087.00073;8,10
70.0087.00159;5,80
70.0077.00358;106,80
70.0077.00266;43,50
70.0067.00116;7,50
70.0067.00118;7,50
70.0067.00122;7,50
15.0131.00066;36,20
70.0499.00628;45,75
70.0499.00629;50,00
70.0499.00630;41,12
70.0499.00631;60,93
70.0499.00632;60,93
70.0499.00633;45,45
70.0499.00697;54,11
70.0499.00480;90,00
70.0195.00978;7,50
70.0087.00120;82,50
70.0499.00698;69,50
70.0499.00587;43,89
70.0499.00626;17,40
70.0195.03577;25,14
70.0195.03463;28,30
70.0499.00434;21,95
70.0087.00157;12,00
80.0087.00021;4,23
70.0499.00395;39,90
70.0499.00390;39,90
70.0499.00389;56,61
70.0499.00391;58,20
2020400005;7,12
70.0499.00573;96,00
70.0673.00002;65,80
1000600003;13,50
1000600002;13,50
70.0499.00373;52,28
70.0499.00625;37,39
15.0131.00098;97,92
15.0573.00003;1,00
80.0013.00012;280,00
70.0077.00604;55,84
1000600004;12,62
2120400100;23,81
70.0077.00462;12,50
70.0499.00405;226,40
70.0499.00417;226,40
80.0087.00195;4,80
15.0205.00001;3,70
1515500067;32,66
70.0169.00034;8,10
70.0399.00087;7,50
70.0399.00093;7,50
70.0521.00021;7,50
70.0149.00133;13,00
70.0149.00134;13,00
70.0149.00135;13,00
70.0149.00136;13,00
70.0149.00152;13,00
70.0149.00153;13,00
15.0067.00006;0,18
15.0131.00096;0,32
70.0049.00287;7,50
70.0601.00003;6,00
1001000006;10,70
70.0453.00019;11,00
70.0453.00024;7,50
1001000034;4,47
15.0131.00078;78,86
1001000013;4,92
80.0067.00053;5,19
70.0519.00073;40,00
80.0087.00201;5,50
70.0049.01553;385,71
70.0049.01554;300,00
70.0065.01070;6,00
70.0065.01041;7,00
70.0065.01042;6,00
70.0065.01043;6,00
1000400117;6,15
70.0191.00345;451,00
70.0191.00371;451,00
70.0049.00302;15,00
70.0195.01038;16,00
70.0195.01061;5,30
70.0195.01074;6,80
70.0195.01059;5,30
70.0195.00526;5,00
2020300029;660,17
15.0013.00003;0,30
70.0075.01772;3,80
70.0075.01730;3,80
70.0075.01751;3,80
70.0075.01744;3,80
70.0075.01754;3,80
2020300010;42,00
2020300011;42,00
15.0015.00082;2,29
15.0015.00084;2,80
70.0499.00596;13,50
70.0499.00588;12,00
70.0499.00585;13,50
70.0499.00597;9,00
70.0195.03154;5,00
70.0195.03098;5,00
70.0195.03155;5,00
70.0195.03158;5,00
70.0195.03138;5,00
70.0195.03012;10,00
70.0195.03086;10,00
70.0195.03085;10,00
70.0195.03103;10,00
70.0797.00013;240,00
1000400141;5,53
1515500183;42,54
70.0521.00019;8,00
1515500108;32,90
70.0797.00016;155,00
70.0797.00031;155,00
70.0639.00003;10,00
70.0639.00015;15,00
70.0639.00004;10,00
1001000028;11,91
1001000029;20,50
1001000012;4,05
1001000046;17,54
1001000015;11,90
70.0813.00043;254,40
70.0813.00037;18,00
70.0813.00039;18,00
70.0813.00150;23,50
70.0813.00134;50,34
70.0705.00120;180,00
70.0797.00011;120,00
1001000072;16,19
70.0813.00013;67,57
70.0813.00016;25,04
70.0813.00160;23,50
70.0813.00095;238,72
70.0813.00189;238,72
70.0813.00205;273,00
1001000042;6,56
2020400004;37,80
2020300042;21,00
1001000051;6,97
70.0499.00195;4,80
15.0545.00042;27,50
70.0657.00089;21,77
70.0657.00106;21,77
1001000041;37,20
1001000002;3,45
1001000003;3,45
15.0075.00021;9,91
15.0075.00023;78,68
15.0075.00022;102,87
70.0553.00123;15,00
2020400108;12,85
1001000005;11,92
15.0075.00024;195,96
2020200004;10,17
70.0477.00272;230,00
70.0763.00141;50,00
70.0763.00142;5,00
70.0049.00120;6,50
15.0065.00001;281,85
80.0499.00022;1372,83
70.0049.00533;15,00
70.0015.00356;16,77
70.0077.00130;54,60
70.0077.00131;54,60
70.0797.00003;36,00
70.0065.00207;382,62
80.0049.00137;100,00
70.0513.00145;8,00
70.0513.00146;10,00
80.0087.00125;4,80
1000400119;11,65
1000400128;5,68
80.0071.00005;8,50
1001000193;8,74
1001000194;8,74
1001000163;6,70
1515500064;37,44
1515500065;35,31
15.0499.00064;83,31
15.0499.00065;103,00
80.0071.00040;14,22
2020600095;73,86
2020600096;11,00
2020600098;36,00
70.0003.00638;31,41
70.0003.00640;31,41
70.0003.00641;347,33
70.0003.00642;215,00
70.0003.00648;28,07
2020400009;13,42
2120400010;3,30
2020400083;3,10
2020400008;10,40
2020400043;1,94
2020400044;2,44
3030100012;4,53
3030100011;3,90
70.0573.00005;27,00
1001000018;20,49
15.0077.00005;6,22
2020400073;0,63
2020600124;106,80
1000700006;12,16
1000700008;11,63
1000700009;11,25
1000700010;11,00
1001000038;10,43
2020600169;112,00
2020400058;0,91
70.0161.00004;0,46
1001000058;4,21
15.0499.00106;211,30
1001000036;5,13
70.0131.00835;3,98
3030100025;104,67
2020600223;100,00
2120400086;13,00
1001000039;12,30
2020400006;14,65
2020600269;81,75
80.0067.00008;1,44
15.0087.00023;74,07
15.0499.00112;148,68
70.0499.00638;18,14
1001000068;3,90
70.0065.02211;84,11
70.0065.03060;856,81
15.0131.00075;3,98
80.0067.00040;0,09
80.0067.00009;0,96
80.0067.00014;2,88
2020100036;8,46
2020600163;84,17
80.0067.00003;0,74
80.0067.00019;2,90
80.0067.00098;0,56
80.0067.00025;0,35
80.0067.00006;0,04
80.0067.00013;2,86
80.0067.00010;1,44
80.0067.00011;0,90
80.0067.00004;0,74
80.0067.00007;0,90
4040100009;3,00
2120600187;10,00
70.0049.00226;26,67
70.0049.00268;26,67
70.0049.00278;26,67
1000700023;7,14
1000700007;12,63
2020600091;1225,00
1001000117;3,70
1001000120;3,60
1001000121;4,00
1000300053;11,00
1001000155;4,92
70.0015.00395;12,46
1001000145;4,58
1001000118;8,08
80.0049.00078;8,60
80.0049.00079;8,70
80.0049.00084;3,06
80.0049.00085;3,36
1001000064;5,34
1001000045;7,47
2020600184;50,69
20206000265;139,00
2020600045;9,31
2020600167;84,90
2020600145;7,33
1001000242;9,50
1001000065;6,25
1001000237;7,28
1001000246;5,40
1001000212;6,10
1001000213;5,23
1001000214;5,20
1515500153;20,63
1515500154;67,50
1515500158;32,60
2020400007;2,89
2020600082;58,80
15.0049.00057;45,70
1000300022;2,53
2020400065;1,53
1000200018;6,31
1000100168;2,68
2020600027;5,32
1000100144;2,68
15.0191.00023;45,11
2020100094;5,90
2020600031;40,77
2020600183;76,11
2020400107;30,00
70.0453.00073;7,27
2020400042;3,72
15.0611.00002;26,50
15.0131.00014;14,05
15.0131.00018;7,36
15.0131.00017;7,36
70.0141.00062;0,04
70.0521.00038;0,17
1515500013;40,40
2020600232;3,30
1515500063;57,13
2020600085;94,00
2020600277;84,04
2020600087;14,49
15.0131.00084;8,63
70.0195.00645;0,28
70.0195.00950;0,20
70.0195.00213;0,59
70.0195.00644;0,50
70.0195.00533;0,59
1515500124;16,15
70.0195.00317;0,99
70.0195.01305;0,50
70.0195.00635;0,15
70.0195.00662;0,11
70.0195.00646;1,31
70.0195.00647;0,33
70.0195.00636;0,08
70.0195.00768;3,52
70.0195.00642;0,18
9999900010;39,00
70.0195.01457;0,08
1000900020;5,00
1000900009;3,80
70.0195.01263;0,26
70.0195.01512;0,59
70.0195.01736;0,54
1515500103;11,25
70.0195.02905;0,18
15.0143.00002;3,76
1000900016;9,40
70.0195.02098;1,73
70.0195.02102;0,24
70.0195.01441;0,24
70.0195.02889;0,24
70.0195.03608;0,24
15.0033.00001;96,98
1515500146;27,65
1000900031;3,70
0909100029;6,29
0909100030;6,23
1000300052;3,39
80.0795.00004;2,78
2020600015;26,90
2020600065;36,87
2020600067;47,84
2020600075;110,00
2020600066;77,25
2020600076;44,01
2020600035;19,42
2020600077;19,42
2020600090;321,31
0909100039;5,32
0909100041;5,48
70.0201.00069;0,02
70.0201.00082;0,07
70.0201.00085;0,05
70.0201.00088;1,65
70.0201.00090;0,30
70.0201.00091;1,86
70.0201.00050;0,05
70.0191.00630;0,07
2020600079;44,01
15.0004.00017;3,08
1000900056;17,35
1001000075;5,35
1001000076;5,35
1001000027;5,35
1000900054;18,22
2020600025;47,99
2020600062;141,70
2020600094;79,27
2020600132;927,33
15.0131.00119;5,89
80.0119.00001;1,09
15.0131.00047;2,10
15.0131.00042;1,44
15.0131.00045;4,95
15.0131.00012;1,40
15.0131.00015;0,22
15.0131.00074;78,45
15.0131.00101;2,63
15.0131.00085;9,52
15.0004.00001;31,77
15.0001.00007;40,11
2020600078;48,70
2020600141;431,60
2020600116;45,50
2020600054;28,94
1001000037;37,61
2020600166;35,00
2020600125;927,00
2020600173;458,75
2020600174;458,75
2020600185;123,28
2020600186;495,00
2020600213;25,05
2020600233;29,25
2020600070;59,70
2020600156;111,59
70.0600.00007;19,66
70.0600.00014;13,00
2020600136;263,75
1001000175;7,09
1001000178;7,97
15.0127.00022;12,98
15.0127.00021;13,44
2020600147;45,10
1001000004;3,26
1000100055;9,80
2020600314;42,99
1000100407;2,70
1000100411;2,70
2020600123;284,85
2020600175;158,72
15.0191.00036;0,95
15.0191.00037;85,50
2020600013;14,55
2020600088;21,36
70.0127.00073;6,36
70.0127.00208;4,08
70.0127.00203;9,85
70.0127.00227;7,70
70.0127.00118;5,49
70.0127.00187;2,86
70.0127.00207;1,83
70.0127.00211;0,27
70.0127.00223;4,31
70.0127.00206;11,72
70.0127.00210;2,93
70.0127.00209;2,19
15.0127.00024;26,48
15.0127.00023;26,67
70.0127.00219;5,87
70.0127.00204;3,32
15.0127.00028;11,73
70.0127.00225;7,75
70.0127.00218;2,48
70.0127.00189;9,10
70.0127.00190;8,91
70.0127.00191;8,66
70.0127.00192;8,42
70.0127.00195;7,05
70.0127.00194;7,26
70.0127.00193;7,48
70.0127.00238;9,92
70.0127.00239;9,23
70.0127.00224;8,09
70.0127.00222;13,96
70.0127.00221;14,08
70.0127.00205;4,08
70.0127.00202;7,93
1515500121;117,01
70.0453.00103;3,40
70.0127.00182;2,43
70.0127.00185;2,37
70.0127.00184;2,37
70.0127.00183;2,37
70.0127.00186;2,68
70.0127.00235;2,68
70.0127.00150;2,84
15.0015.00090;0,38
1001000017;11,20
1000900046;3,69
1001000057;4,24
1001000105;4,24
1001000106;3,55
1000900051;5,17
1000900047;5,03
1001000032;4,09
1001000149;5,85
1001000147;6,20
1001000211;47,69
1000900007;6,70
9240000001;0,85
70.0015.00012;150,00
70.0015.00135;314,74
70.0001.00106;12,00
70.0015.00064;550,00
2020200013;38,42
80.0107.00005;235,00
80.0135.00015;195,00
80.0135.00024;195,00
80.0135.00019;195,00
70.0487.00145;695,00
70.0487.00147;695,00
70.0487.00143;468,00
70.0487.00144;695,00
70.0487.00146;695,00
70.0077.00080;120,00
80.0087.00147;307,80
80.0195.00014;560,00
80.0195.00015;560,00
80.0195.00016;320,00
2020400024;23,81
70.0191.00141;50,00
70.0191.00140;50,00
70.0191.00142;50,00
70.0191.00080;50,00
70.0191.00083;50,00
70.0191.00085;50,00
70.0487.00131;90,00
70.0487.00132;90,00
70.0487.00148;95,00
70.0487.00136;95,00
70.0487.00149;30,00
70.0487.00133;20,00
70.0477.00172;30,00
70.0477.00173;30,00
70.0477.00174;30,00
70.0077.00009;10,00
70.0077.00081;55,00
70.0077.00086;62,00
70.0077.00272;20,00
70.0077.00729;8,00
70.0077.00731;10,00
70.0077.00733;10,00
70.0077.00735;10,00
70.0077.00737;8,00
70.0077.00739;8,00
70.0077.00741;10,00
70.0077.00743;8,00
70.0077.00727;8,00
70.0477.00039;35,00
70.0477.00042;25,00
70.0477.00043;20,00
70.0499.00081;80,00
70.0499.00070;80,00
70.0477.00215;35,00
70.0477.00216;25,00
70.0477.00217;20,56
70.0077.00215;35,00
70.0477.00023;100,00
70.0077.00216;25,00
70.0077.00217;20,00
70.0499.00071;80,00
70.0499.00073;80,00
70.0077.00566;150,00
70.0077.00318;28,57
70.0077.00302;44,17
70.0077.00304;10,00
70.0077.00002;160,00
70.0477.00273;150,00
70.0477.00284;10,00
70.0477.00285;10,00
70.0477.00286;50,00
70.0477.00288;40,00
70.0477.00296;45,00
70.0477.00300;45,00
70.0477.00302;40,00
70.0477.00289;15,00
70.0477.00277;30,00
70.0477.00297;45,00
70.0477.00279;10,00
70.0477.00282;45,00
70.0477.00280;50,00
70.0477.00275;30,00
70.0477.00294;40,00
70.0477.00292;40,00
70.0477.00290;35,00
70.0077.00202;15,00
70.0077.00461;15,00
70.0077.00468;15,00
70.0077.00513;30,00
70.0077.00454;100,00
70.0077.00750;44,29
70.0077.00756;100,00
70.0077.00748;15,00
70.0077.00754;15,00
70.0077.00761;10,00
70.0077.00763;18,00
70.0195.00452;15,00
70.0077.00112;85,00
70.0077.00312;20,00
70.0077.00467;10,00
2020100073;17,70
2020100074;143,93
2020100076;150,00
70.0077.00752;17,00
70.0077.00326;18,00
70.0077.00122;15,00
70.0077.00327;10,00
70.0191.00686;74,24
70.0191.00691;86,16
70.0191.00694;50,00
70.0191.00734;76,67
2020400099;412,50
15.0001.00020;2,34
2020100072;135,00
15.0001.00034;53,50
15.0001.00035;53,50
9999900003;5,27
1001000181;10,16
1001000182;8,54
70.0067.00054;5,20
70.0067.00053;5,20
80.0067.00052;13,26
80.0191.00002;183,00
80.0067.00100;1,60
80.0067.00038;3,29
80.0067.00047;22,33
80.0067.00048;22,33
80.0067.00039;1,50
80.0067.00059;2,32
15.0049.00050;1225,02
15.0049.00051;488,57
80.0067.00027;8,24
80.0067.00028;3,23
80.0169.00006;1,18
70.0169.00001;22,50
80.0169.00009;0,87
80.0067.00102;2,80
80.0067.00103;3,30
80.0067.00041;11,36
80.0067.00035;31,70
1515500055;26,17
1515500054;30,01
1515500056;17,20
1515500057;38,54
1515500058;56,82
1515500059;22,69
80.0067.00016;1,13
80.0067.00017;4,28
80.0067.00018;9,36
80.0067.00020;8,80
80.0067.00021;8,84
80.0067.00022;8,80
80.0067.00037;14,50
80.0067.00012;4,28
1515500023;38,58
1515500053;86,08
15.0813.00004;0,85
15.0813.00005;7,62
70.0413.00020;6,40
15.0131.00007;0,30
15.0131.00002;0,02
15.0131.00003;0,09
15.0131.00008;0,93
15.0131.00027;1,34
15.0131.00052;0,03
15.0131.00054;0,07
15.0131.00060;0,63
1001000087;9,55
1000900010;3,50
1000900017;3,08
1000900023;3,50
15.0001.00019;0,05
1000400013;5,76
1000400153;5,46
1000400232;7,13
15.0521.00004;7,35
1001000071;5,32
15.0499.00121;1188,97
15.0499.00122;1316,50
1001000241;9,24
15.0499.00128;19,57
15.0499.00129;19,57
15.0067.00003;0,56
15.0131.00056;0,15
15.0015.00010;0,56
15.0015.00008;0,17
15.0015.00057;3,67
15.0131.00037;12,99
15.0131.00079;0,22
15.0131.00080;0,07
15.0131.00081;0,03
15.0131.00100;0,17
15.0075.00004;0,39
15.0001.00006;0,09
1000300038;2,66
15.0067.00008;0,17
1000300041;2,62
15.0483.00021;0,21
1000300035;1,23
1000300019;2,72
15.0001.00472;0,19
15.0001.00476;0,50
15.0195.00082;1,07
15.0195.00138;5,40
15.0195.00180;0,25
15.0195.00181;0,62
15.0001.00478;0,50
15.0195.00011;1,00
15.0195.00024;0,66
15.0195.00025;0,10
15.0195.00059;0,44
15.0195.00066;0,16
1000100216;3,50
15.0195.00033;0,55
2020100023;14,14
15.0813.00013;3,54
1000100014;2,30
1000100128;2,50
1000100159;2,45
1000200014;2,94
1000100367;2,53
1000100368;2,53
1000100134;2,39
1000100135;2,39
1000100145;2,39
1000100146;2,39
1000900049;8,90
1515500177;30,41
1515500167;31,42
1515500176;356,00
1515500156;35,64
1515500092;30,07
1515500040;30,15
1515500168;29,60
1515500178;30,00
1515500180;26,89
1515500181;39,90
1515500182;35,46
1515500030;33,38
1515500166;35,77
1515500179;35,69
1515500162;27,98
1515500105;41,77
1515500104;41,40
1515500098;37,95
1515500147;34,33
1515500175;21,64
1515500185;30,89
1515500186;30,90
1515500187;35,00
1515500051;13,38
1515500188;32,97
1515500189;30,83
1515500190;32,03
1515500200;32,10
1515500201;33,14
1515500198;33,10
1515500048;29,43
1515500046;30,57
1515500196;10,07
1515500205;34,17
1515500191;28,60
1515500199;30,89
1515500193;50,84
1515500207;33,33
2020500001;29,00
2020500002;29,00
2020500003;29,00
